yoe,salary
2.2,40259.69
2.2,39578.15
2.1,39421.16
2.1,40144.4
2.2,39562.43
2.2,39851.41
2.3,40189.09
2.3,40147.54
2.3,39536.15
2.3,39431.36
2.2,40274.01
2.2,39576.23
2.3,40072.39
2.1,39912.76
2.3,40042.74
2.1,40371.09
2.2,39863.47
2.1,39643.93
2.3,39892.31
2.3,39513.11
2.1,39677.44
2.3,39808.52
2.3,39639.73
2.1,40048.05
2.2,39435.78
2.3,40343.06
2.1,39530.78
2.3,39971.65
2.3,39489.56
2.1,40177.36
2.2,39691.75
2.2,39456.61
2.3,40162.6
2.2,39621.85
2.1,40143.28
2.2,39837.3
2.2,39558.1
2.1,39977.24
2.2,40209.71
2.2,40242.64
2.3,39580.52
2.1,39789.07
2.3,40203.05
2.2,40249.61
2.2,39852.56
2.3,40180.36
2.2,40125.31
2.3,39657.0
2.2,40231.51
2.2,39743.9
2.1,40034.26
2.2,39920.55
2.2,39802.83
2.3,39611.63
2.3,39595.36
2.2,39907.5
2.2,39950.68
2.2,39762.79
2.1,39466.73
2.2,40277.51
2.3,39557.74
2.1,40076.64
2.2,40259.11
2.1,39464.01
2.2,39982.41
2.2,40258.06
2.3,40250.93
2.1,39615.28
2.1,40328.66
2.3,39924.61
2.2,39699.32
2.2,39606.2
2.2,39763.79
2.1,40045.79
2.2,39872.83
2.2,39873.67
2.3,40292.6
2.1,39586.52
2.3,39673.54
2.3,39843.44
2.1,39550.03
2.3,39747.8
2.2,39767.76
2.2,40314.87
2.3,40049.25
2.1,40006.16
2.1,40009.96
2.1,40083.96
2.1,40042.2
2.3,39848.65
2.2,39897.61
2.3,40202.01
2.2,39639.93
2.3,40217.69
2.1,39488.33
2.2,39514.62
2.2,39966.16
2.2,40273.59
2.3,39832.72
2.2,39695.03
2.1,39702.77
2.3,39869.23
2.2,39467.05
2.2,40056.55
2.3,40295.03
2.2,40043.92
2.2,39449.65
2.2,39492.23
2.2,39836.97
2.2,39478.09
2.2,40110.52
2.1,40287.15
2.1,39690.04
2.2,40290.98
2.2,39816.92
2.2,39631.34
2.1,39851.45
2.2,39473.68
2.1,39811.86
2.3,40149.2
2.1,40210.2
2.2,39484.25
2.2,39656.89
2.1,39727.24
2.2,40239.69
2.2,40008.2
2.2,40158.76
2.1,39855.55
2.2,40346.0
2.1,40200.93
2.3,39458.27
2.2,40192.8
2.3,39881.64
2.1,39463.29
2.2,39708.32
2.3,39749.37
2.1,39443.81
2.2,40314.82
2.3,39476.17
2.1,39424.28
2.2,40378.97
2.2,39711.51
2.1,39622.22
2.2,39661.57
2.2,40002.64
2.1,39757.53
2.3,39979.02
2.1,40373.86
2.3,40360.74
2.2,40003.98
2.2,39414.53
2.2,39494.11
2.1,39821.94
2.1,40380.21
2.2,39819.76
2.1,40014.21
2.2,39887.24
2.3,39791.56
2.2,40287.96
2.2,39734.41
2.3,39911.49
2.2,39489.95
2.2,39865.15
2.2,40295.97
2.1,39467.52
2.2,40058.89
2.3,40014.04
2.1,40129.03
2.1,39713.21
2.2,39547.05
2.2,39411.0
2.3,39665.13
2.1,40179.95
2.2,39542.22
2.2,39990.2
2.2,39708.62
2.3,39973.16
2.2,39933.3
2.1,39759.69
2.2,39677.92
2.1,40281.16
2.1,39930.49
2.1,39991.43
2.2,39786.61
2.2,39573.39
2.3,39718.53
2.1,39991.59
2.2,39862.5
2.1,40273.14
2.3,39739.35
2.3,39401.74
2.3,39555.39
2.2,40270.71
2.1,40054.92
2.1,40016.47
2.3,40200.4
2.1,39637.36
2.2,39522.73
2.3,39843.2
2.1,40011.75
2.2,39759.84
2.2,39391.01
2.3,39942.88
2.2,40242.78
2.2,40251.78
2.2,39893.37
2.2,39660.57
2.2,39675.68
2.2,39582.47
2.2,39693.01
2.2,39830.96
2.2,40174.83
2.1,40161.82
2.3,39789.72
2.2,39463.59
2.1,39943.12
2.2,39998.47
2.2,39997.57
2.3,40303.89
2.1,39794.97
2.2,40006.57
2.2,40125.3
2.2,40133.07
2.1,39699.02
2.2,39740.41
2.1,40235.77
2.3,39588.77
2.2,40372.65
2.3,40159.74
2.2,39565.6
2.3,40043.37
2.2,39992.47
2.2,39609.57
2.2,39698.27
2.2,40201.73
2.2,40372.83
2.1,39833.1
2.2,40191.28
2.2,39776.32
2.3,40338.19
2.2,39487.65
2.2,39883.9
2.3,39605.91
2.3,39650.76
2.2,40323.51
2.1,40332.58
2.2,39949.53
2.1,39978.75
2.2,40052.41
2.2,39708.44
2.1,39885.59
2.3,39948.76
2.1,39702.21
2.2,40006.81
2.1,39526.68
2.3,39421.26
2.3,39771.31
2.2,39652.8
2.2,39436.46
2.3,40047.99
2.2,39462.53
2.2,40282.19
2.2,40074.76
2.1,39594.02
2.3,39729.92
2.2,40115.22
2.2,39468.88
2.2,40204.09
2.2,40279.94
2.3,40126.39
2.2,39579.02
2.2,40349.16
2.2,40272.96
2.2,39683.18
2.2,40201.87
2.2,39422.83
2.2,40213.6
2.3,40144.01
2.2,39930.52
2.3,39509.48
2.2,39786.89
2.3,40330.58
2.1,39631.77
2.2,39957.27
2.2,39489.27
2.2,39949.29
2.2,39968.85
2.2,40380.45
2.1,39987.61
2.2,39407.84
2.2,39589.66
2.1,39770.93
2.2,39621.78
2.3,40122.26
2.3,39509.07
2.1,39744.26
2.3,40253.71
2.2,39466.08
2.2,39971.56
2.3,40308.55
2.1,39915.74
2.2,40206.44
2.1,39438.73
2.3,39735.06
2.2,40100.74
2.3,39491.1
2.2,40068.85
2.1,40010.14
2.2,40316.17
2.2,39994.97
2.3,39779.6
2.1,39595.13
2.2,39667.71
2.3,39718.03
2.2,39587.54
2.2,39617.04
2.1,39620.98
2.2,40237.63
2.3,40280.8
2.2,39960.9
2.1,40170.6
2.1,39744.42
2.2,39505.33
2.3,39803.24
2.2,39576.84
2.2,40128.05
2.1,39729.79
2.2,39732.52
2.2,39404.63
2.2,40213.31
2.2,39510.74
2.2,40353.93
2.2,39393.84
2.3,39867.56
2.2,39652.12
2.3,39963.78
2.2,39453.96
2.1,39433.98
2.3,39593.42
2.1,39648.65
2.2,39546.38
2.2,40118.22
2.2,40143.4
2.3,39991.82
2.1,40258.12
2.2,40036.59
2.2,39893.78
2.1,40260.22
2.3,39653.64
2.1,39878.26
2.2,39417.16
2.1,39920.65
2.2,39408.13
2.2,40321.22
2.3,39565.6
2.3,40320.05
2.2,39487.91
2.2,39754.92
2.2,39957.69
2.3,40276.22
2.3,39469.74
2.2,39457.02
2.3,40284.96
2.3,40386.83
2.2,39775.99
2.2,40358.29
2.1,39465.41
2.2,40267.68
2.2,40111.81
2.2,39811.8
2.1,40245.76
2.3,40003.98
2.2,39943.63
2.1,39694.77
2.2,39938.75
2.2,40308.31
2.3,39411.47
2.2,39895.99
2.3,40025.77
2.1,39407.94
2.2,40214.21
2.3,39886.02
2.3,39698.95
2.2,40004.49
2.3,39670.41
2.2,40051.3
2.2,39423.7
2.3,39489.45
2.3,40057.34
2.2,40355.15
2.2,40377.01
2.1,40327.83
2.2,40097.17
2.3,39517.22
2.2,39971.31
2.1,40039.44
2.1,40349.85
2.3,39414.8
2.2,40053.64
2.1,39593.27
2.2,39413.84
2.2,40300.68
2.2,40047.11
2.3,39569.8
2.1,39893.13
2.3,39414.44
2.3,40073.76
2.2,39426.66
2.1,39783.31
2.2,39400.34
2.2,39832.44
2.3,39713.45
2.2,40375.39
2.1,40327.28
2.1,39537.11
2.3,40217.76
2.2,39859.77
2.2,40302.04
2.2,39531.06
2.2,40222.46
2.2,39908.96
2.3,39815.54
2.2,40344.77
2.3,39729.68
2.2,39981.35
2.2,39865.1
2.2,40279.51
2.3,39665.14
2.1,40236.78
2.1,39940.3
2.2,39956.71
2.1,39805.02
2.2,39565.89
2.2,39940.59
2.3,40007.07
2.2,39667.62
2.3,39533.79
2.2,39918.74
2.3,39779.39
2.2,39537.98
2.2,39807.91
2.2,39519.65
2.2,40332.86
2.2,39817.12
2.1,39973.4
2.3,39949.65
2.2,40305.84
2.2,40196.29
2.2,39672.93
2.2,39427.39
2.3,39596.66
2.2,39878.25
2.2,40025.49
2.2,39499.26
2.2,40130.86
2.2,40366.41
2.1,39434.8
2.2,39597.11
2.2,40105.47
2.2,39553.67
2.3,39771.97
2.2,39415.58
2.2,39867.24
2.3,40098.13
2.2,39823.19
2.1,39486.5
2.1,40190.56
2.3,39504.84
2.1,40390.49
2.2,40291.12
2.1,39967.51
2.2,39939.15
2.3,39642.92
2.1,40087.51
2.3,40003.26
2.2,40229.24
2.2,39765.99
2.3,40285.85
2.1,40233.92
2.2,39502.57
2.3,40223.96
2.3,40141.3
2.2,39413.53
2.2,39906.55
2.3,40162.49
2.3,40197.95
2.3,39768.33
2.2,39924.48
2.1,39820.27
2.2,40206.37
2.2,40036.07
2.3,39595.44
2.3,39827.93
2.2,39778.31
2.3,39649.44
2.2,39606.54
2.2,39932.32
2.2,39980.79
2.1,39947.03
2.2,39523.45
2.1,39640.04
2.3,39562.63
2.2,40035.83
2.1,40110.39
2.2,39397.16
2.2,39417.86
2.3,39673.04
2.3,39650.57
2.3,39974.55
2.3,39792.2
2.2,40000.2
2.2,39419.76
2.3,39458.67
2.2,39466.2
2.1,39537.68
2.3,40130.13
2.2,40075.41
2.2,39505.99
2.2,39564.45
2.2,40087.92
2.2,40307.9
2.2,39627.23
2.2,39512.36
2.3,39594.82
2.3,40038.98
2.1,40094.54
2.2,39807.77
2.1,39969.83
2.3,40349.1
2.1,39571.46
2.1,39502.29
2.1,40087.14
2.3,40019.11
2.2,39577.94
2.3,39606.15
2.3,39923.79
2.2,39499.72
2.2,39624.48
2.1,39759.86
2.2,40090.6
2.3,40159.3
2.2,40356.26
2.1,39936.51
2.3,39402.95
2.1,39480.12
2.2,40064.36
2.2,39426.18
2.1,40299.66
2.3,40089.11
2.2,39786.48
2.2,40145.82
2.2,40294.41
2.2,40021.04
2.1,39808.61
2.3,40374.58
2.2,39692.55
2.3,39413.97
2.3,39675.33
2.2,39584.96
2.2,39859.72
2.3,39551.21
2.3,39636.06
2.2,39509.18
2.1,39434.61
2.2,39603.74
2.2,40325.45
2.1,40118.78
2.2,39963.47
2.2,39650.84
2.2,39764.58
2.1,39961.56
2.3,40191.79
2.3,39787.4
2.2,39493.21
2.3,40167.67
2.2,39787.52
2.1,40372.49
2.2,40224.67
2.2,39599.27
2.3,40114.44
2.2,40178.08
2.1,39923.6
2.2,39977.82
2.1,40075.42
2.3,39580.23
2.2,39975.37
2.2,40124.36
2.1,40015.1
2.3,40165.79
2.2,39664.87
2.3,40224.89
2.3,40357.8
2.2,40379.39
2.2,40255.33
2.1,40208.56
2.3,40303.99
2.2,40290.47
2.1,39927.76
2.2,40017.23
2.3,39749.2
2.3,40049.7
2.1,39658.52
2.2,39519.36
2.2,40247.37
2.2,39493.99
2.3,39871.26
2.2,39730.92
2.1,39943.93
2.3,39756.95
2.3,39667.37
2.2,40024.23
2.1,39609.36
2.2,39865.65
2.1,40082.15
2.2,39552.1
2.1,40182.79
2.1,39781.94
2.1,40340.04
2.2,40266.19
2.3,40127.68
2.3,40119.16
2.3,40104.59
2.2,39503.05
2.2,39456.51
2.2,39497.24
2.3,40374.64
2.3,40249.48
2.2,39870.75
2.2,39563.07
2.1,39403.14
2.2,39552.65
2.2,39877.42
2.2,40322.83
2.2,39651.66
2.2,40028.91
2.1,39902.17
2.2,39460.03
2.3,40120.03
2.2,39413.67
2.1,40250.15
2.2,39625.02
2.2,40209.82
2.1,39684.06
2.2,40327.06
2.2,39981.49
2.2,39975.64
2.3,39892.67
2.2,40081.18
2.2,39765.16
2.2,39434.88
2.2,39732.29
2.2,40265.21
2.1,39556.32
2.2,40201.22
2.2,40267.45
2.2,39947.17
2.2,40076.89
2.2,39483.11
2.3,39423.11
2.1,40127.23
2.2,39942.01
2.3,40098.32
2.1,40037.16
2.3,39532.27
2.2,40014.41
2.1,39396.85
2.3,39586.64
2.3,40171.52
2.1,39603.89
2.1,39968.69
2.3,40056.63
2.2,40373.6
2.1,39813.98
2.2,39425.56
2.2,39843.74
2.1,40233.69
2.1,39821.05
2.2,39792.72
2.1,39641.74
2.1,39889.3
2.3,39607.45
2.2,39834.57
2.2,40098.43
2.3,39439.03
2.2,39965.0
2.1,40307.79
2.1,39862.8
2.1,39396.22
2.1,39692.19
2.3,40002.59
2.1,39525.97
2.3,39637.57
2.1,40154.2
2.2,39967.87
2.3,39753.7
2.3,39653.72
2.2,40182.68
2.3,40361.27
2.3,39617.57
2.2,40273.01
2.3,39917.23
2.2,39712.6
2.3,39930.34
2.2,39804.95
2.3,39796.92
2.2,39745.07
2.1,40210.35
2.2,39736.59
2.2,40133.42
2.2,39704.78
2.1,40111.06
2.2,39404.46
2.1,40141.54
2.2,39512.49
2.2,40380.79
2.1,39945.57
2.3,39739.54
2.2,40325.49
2.1,39556.9
2.2,40191.41
2.3,40307.87
2.2,40137.6
2.3,39635.54
2.3,39986.19
2.1,40324.67
2.3,39515.79
2.2,40157.5
2.3,40170.98
2.2,40194.44
2.1,39662.09
2.3,39912.28
2.2,40356.02
2.2,39500.69
2.3,39485.64
2.2,39912.94
2.3,39697.84
2.1,40316.76
2.1,39855.58
2.3,39926.74
2.2,40302.48
2.1,39647.22
2.2,39972.72
2.3,39928.4
2.2,39488.89
2.2,39826.54
2.2,40325.69
2.2,39740.14
2.1,39641.99
2.2,40187.39
2.1,39495.46
2.2,39523.72
2.1,39660.23
2.3,40016.68
2.1,40060.93
2.1,39994.69
2.2,40271.35
2.2,39995.91
2.1,40076.58
2.2,39804.37
2.2,39664.29
2.1,39789.63
2.2,39975.39
2.1,40057.11
2.3,39600.31
2.3,40048.36
2.3,39761.68
2.3,39505.09
2.2,39455.54
2.1,40042.61
2.1,40044.49
2.1,39803.28
2.2,39498.73
2.3,40055.59
2.2,40188.05
2.2,40194.96
2.3,39565.99
2.1,40140.49
2.2,39919.7
2.2,39653.1
2.1,39953.68
2.3,39947.88
2.2,40293.0
2.2,40038.04
2.2,39580.67
2.2,39397.21
2.2,40262.63
2.2,39805.13
2.2,39887.62
2.1,39681.03
2.2,40297.42
2.1,40377.05
2.2,39892.47
2.2,39488.09
2.2,40307.83
2.2,40008.59
2.2,39443.33
2.2,40071.62
2.2,39443.99
2.2,39860.45
2.3,40370.65
2.1,40313.17
2.1,40132.89
2.2,39589.48
2.1,39813.52
2.1,39593.81
2.2,39551.95
2.1,39411.24
2.2,39396.49
2.3,39877.54
2.2,40163.14
2.1,40289.58
2.1,39709.51
2.2,39456.45
2.1,40284.27
2.2,39524.71
2.2,39522.79
2.1,39777.65
2.2,39712.4
2.2,39675.98
2.2,39477.24
4.840000000000001,39891.0
10.648000000000003,39891.0
2.9,56549.25
2.8,56742.59
2.8,56336.37
2.8,57018.6
2.8,56285.43
2.9,56431.75
2.9,56222.54
2.9,56523.76
2.9,56245.27
2.9,56955.03
2.9,56632.42
3.0,56712.57
2.9,57099.53
3.0,56551.25
2.9,56714.29
2.9,56244.05
2.8,56998.62
2.9,57121.97
2.8,56871.62
2.9,56542.03
2.9,56454.01
2.9,56643.74
2.8,56523.06
2.9,57107.24
2.9,56774.43
2.8,56495.1
2.9,56704.93
2.9,56831.23
2.9,56621.61
3.0,56590.45
3.0,56961.91
3.0,56894.68
2.8,56304.0
2.9,56646.8
2.9,56781.27
3.0,56284.27
2.9,56249.25
2.9,57131.65
2.9,56333.54
2.9,56409.99
2.9,57034.92
2.8,56229.48
2.8,56815.04
3.0,56305.61
3.0,56740.02
3.0,56153.7
2.9,56796.53
3.0,56963.62
2.9,56516.99
2.9,56587.09
3.0,56886.45
2.9,56378.92
2.9,57032.99
2.8,56199.16
2.8,57104.47
2.8,56399.38
2.9,57069.07
3.0,56173.61
2.8,56566.05
3.0,56575.55
2.9,56446.05
3.0,56746.16
2.9,57022.83
2.9,56528.99
3.0,56897.09
2.8,56394.14
2.8,56935.05
2.8,56358.85
2.9,56277.2
2.9,57138.03
3.0,56183.54
2.9,56518.65
2.9,56727.72
2.9,57088.32
2.9,56613.96
2.9,56594.46
3.0,56861.88
3.0,56746.3
2.8,56154.14
2.9,56884.63
2.9,56166.63
2.9,56801.6
2.9,56421.52
2.9,56180.31
2.8,57043.29
2.8,56822.23
2.9,56943.84
2.9,56826.63
2.9,56802.37
2.9,56629.12
2.8,56189.82
3.0,56331.6
3.0,56940.73
2.8,57036.6
2.8,56389.19
2.9,56974.14
3.0,56926.52
2.9,56164.9
2.9,56933.06
2.8,56879.2
2.8,56493.22
2.8,56809.43
2.8,56528.77
2.9,56555.96
3.0,56605.39
2.9,56165.26
3.0,56974.64
3.0,57057.4
2.9,57104.25
2.8,56569.86
2.9,56702.66
2.8,56452.67
2.9,56646.56
3.0,56638.28
3.0,56646.91
2.9,56463.7
2.8,56624.31
2.9,56590.04
2.9,56182.05
2.8,56577.39
2.8,56416.35
3.0,56865.59
2.9,56616.85
2.8,56279.67
2.9,56986.17
2.8,56408.52
2.9,56918.91
2.8,56656.02
3.0,56211.6
2.9,56827.64
2.9,56916.46
2.9,56321.74
3.0,56286.03
2.9,56363.7
3.0,56182.04
2.9,56599.63
2.9,56262.47
2.8,56264.76
3.0,56350.4
2.9,56598.85
2.9,56923.73
2.8,56827.19
2.9,57054.29
2.8,56525.96
2.9,56971.67
2.8,56587.09
2.9,57083.39
2.9,56581.79
2.8,56221.91
3.0,56158.65
2.9,56919.63
2.9,56227.69
2.9,57110.5
2.9,57069.45
2.9,56188.42
2.8,56603.84
2.9,56395.88
2.9,56740.23
2.8,56569.28
2.8,56561.25
3.0,57092.8
2.9,56588.73
2.9,57015.51
2.8,56167.65
3.0,56608.32
2.9,56614.45
2.9,56805.89
2.8,56825.04
2.9,56520.65
2.9,56895.31
2.8,56679.22
2.8,56834.06
2.8,57044.22
2.9,56908.93
2.9,56786.42
2.8,57056.36
2.9,57000.5
2.8,57077.77
2.9,57046.87
2.9,56789.94
2.8,56165.1
3.0,56261.81
3.0,56740.93
2.9,56806.6
3.0,56843.22
2.8,56705.32
2.9,56377.98
2.9,56288.44
2.9,56438.73
2.8,56255.51
3.0,56283.21
2.9,56860.42
2.9,56321.27
2.8,56858.51
2.9,57126.22
2.9,56968.66
2.8,56968.02
2.9,56909.21
2.9,56459.31
2.9,56624.7
3.0,56862.74
3.0,56427.52
2.9,56303.68
2.9,56175.24
2.9,56826.26
2.9,56242.43
2.9,57128.97
2.9,57049.81
2.9,56823.3
2.9,56298.63
2.9,56893.74
3.0,56880.42
2.9,57121.26
3.0,56722.59
2.8,56971.93
2.8,56464.41
2.9,56973.43
3.0,56698.32
2.8,57042.95
2.9,56206.49
2.9,56642.1
3.0,56833.35
2.9,56855.05
2.8,56517.84
2.9,57073.6
2.8,56877.34
2.9,56441.99
2.9,56243.63
3.0,57044.14
2.8,56427.97
2.8,56388.4
2.9,56377.18
2.9,56975.6
2.9,56395.6
2.9,56231.81
3.0,56361.29
2.9,57137.7
3.0,56727.67
3.0,56504.24
2.9,56809.2
2.8,56952.82
2.8,56845.19
2.8,56265.77
2.9,56793.62
2.9,56822.42
3.0,56659.79
3.0,56868.22
2.9,57049.99
2.8,57045.46
3.0,56763.67
2.9,56166.95
2.9,56188.29
3.0,56414.91
3.0,56316.37
2.9,56465.65
2.8,56358.37
2.9,56236.9
3.0,56699.29
2.8,56626.55
2.8,56536.41
2.8,56698.72
2.9,56260.52
2.8,56603.75
2.9,57105.25
2.9,56790.15
2.8,56340.88
3.0,56805.27
2.9,56144.65
2.8,56271.16
2.8,56767.44
2.9,56208.88
3.0,56915.41
2.9,56323.14
3.0,56167.51
2.9,56372.49
2.9,57077.53
2.8,56391.01
2.9,56624.82
2.8,56348.63
2.9,56496.14
3.0,56762.1
2.9,56484.21
2.9,56750.21
2.9,56883.02
3.0,56703.8
3.0,56805.03
2.9,56340.54
2.9,56183.56
3.0,57030.29
2.9,56817.97
2.9,56945.79
2.9,56336.99
2.9,56217.53
2.9,56894.42
2.9,56189.73
2.9,57033.32
2.8,57050.68
3.0,56849.9
2.9,56626.45
2.8,57079.28
2.9,56229.28
3.0,57060.94
2.9,56442.11
2.9,56302.29
2.8,56860.87
3.0,56246.61
2.9,56852.39
2.9,57075.26
3.0,56339.82
2.8,56655.62
2.9,56439.01
2.9,56941.03
2.8,56462.04
2.8,56481.0
2.9,56344.15
2.9,56150.77
3.0,57071.96
2.9,56226.69
2.9,56983.82
3.0,56761.82
2.8,56936.41
2.8,56550.5
2.9,56570.16
2.9,56622.57
2.9,56752.32
2.9,56501.9
2.9,56258.44
2.9,56594.07
2.9,56524.77
2.8,56188.9
2.9,57027.67
2.8,56429.39
2.8,56688.93
2.9,56874.02
2.8,57065.97
3.0,56838.05
2.8,56753.62
2.9,56831.22
2.9,56464.18
3.0,56595.68
2.9,56711.49
2.8,56803.77
2.9,56672.78
2.9,56443.46
2.8,56329.55
2.9,57065.76
2.9,56909.1
3.0,56322.88
2.9,56561.08
2.9,56587.16
2.9,56919.79
2.9,56884.64
2.8,57097.85
2.9,56386.28
2.8,56910.59
2.8,56497.68
3.0,56344.0
2.9,56729.71
2.9,56749.42
2.8,56420.75
2.9,56261.37
2.8,56288.83
3.0,56328.49
2.9,56574.38
2.9,56547.11
3.0,56829.89
2.8,56904.78
3.0,56714.18
2.8,56580.6
3.0,56206.07
3.0,56949.51
3.0,56610.29
2.8,56775.13
2.9,56240.73
2.8,57006.75
2.9,56258.7
2.9,56508.67
3.0,56900.98
2.9,57109.95
2.8,56460.04
3.0,56296.8
3.0,56290.33
2.9,56472.59
2.9,56886.12
3.0,56449.71
2.9,56341.72
3.0,57132.66
3.0,56644.45
2.9,56416.47
2.8,56960.32
3.0,56545.71
2.9,56604.74
3.0,56470.92
2.9,56586.96
2.8,56143.18
2.8,56149.05
3.0,56876.43
2.9,57071.54
2.9,57017.44
2.9,56158.57
2.9,56357.41
2.9,56569.55
2.9,56653.27
3.0,56649.2
2.9,56179.01
3.0,57039.06
2.9,57021.89
2.8,56151.03
2.9,57105.78
2.8,57135.51
2.9,56849.54
2.9,56212.42
2.8,56452.1
2.8,56832.81
2.9,56503.25
2.8,56844.1
2.9,56870.1
2.8,56466.38
2.8,56387.47
3.0,56174.52
2.9,56472.62
2.9,56574.97
3.0,56520.31
2.9,57042.64
2.9,57050.22
3.0,56946.04
2.9,57132.98
2.8,56798.36
2.9,56592.08
2.8,57039.76
2.9,56423.46
2.9,56184.71
2.9,56338.38
2.9,56684.52
3.0,57138.89
2.8,56810.3
2.9,56820.55
3.0,56949.95
2.9,56514.49
2.8,56144.8
2.8,56919.24
3.0,56763.71
2.8,56561.49
2.9,56165.6
2.9,56573.03
2.9,56970.12
2.9,56317.5
2.9,56217.07
2.8,56181.14
2.9,56677.14
2.9,56322.23
2.8,56978.35
2.9,56217.06
2.8,56780.85
2.9,57012.19
2.8,56789.74
3.0,57002.36
2.9,56243.07
2.9,57138.37
2.8,56534.49
2.8,56645.71
2.8,56245.9
3.0,56172.45
3.0,56334.07
2.9,56914.31
2.9,56722.47
2.9,56522.03
3.0,56820.49
2.9,56620.75
2.8,56185.25
2.8,56275.26
3.0,56833.09
2.9,56761.98
2.9,56457.87
2.8,56681.33
2.9,56580.37
2.9,56886.53
2.9,56760.73
2.9,56959.75
2.8,56969.78
2.9,56386.28
2.9,56551.85
2.8,57126.31
3.0,56349.48
3.0,56964.43
3.0,56788.4
3.0,56483.75
2.9,56377.71
2.9,56180.29
2.9,56865.05
2.8,56308.36
2.9,56846.25
2.9,56886.56
2.8,56362.15
2.8,56368.97
2.8,56607.6
2.9,57034.7
2.8,56246.71
2.9,56639.46
2.8,57009.87
3.0,56266.98
2.8,56435.04
2.9,57033.88
2.9,56804.86
2.9,57015.12
3.0,56305.97
2.8,57042.99
2.9,56369.71
2.9,56932.85
2.8,56205.93
3.0,56872.91
2.9,56863.58
2.8,56872.69
2.9,56364.83
2.8,56967.84
2.9,56385.47
3.0,56585.01
2.9,56226.22
2.9,56980.46
2.8,56196.47
3.0,56842.22
2.9,56650.25
2.8,57003.5
2.9,56843.55
2.9,57053.26
3.0,56378.6
2.9,56344.12
2.9,56267.53
2.8,56725.94
2.8,56978.23
2.9,56695.31
2.8,56203.83
2.9,56211.45
2.9,56713.06
2.8,56237.21
3.0,56625.76
3.0,56394.22
2.9,56271.34
2.9,56869.09
2.9,56728.42
3.0,56881.2
2.9,56365.33
2.9,56546.94
2.8,56748.64
2.9,57076.89
2.9,56170.53
3.0,56538.98
2.9,56890.24
3.0,56310.47
2.9,56929.05
2.9,56360.75
3.0,57122.66
2.9,56516.13
2.8,56830.9
3.0,56355.85
2.8,56497.01
3.0,56754.65
2.9,56944.71
2.8,56942.42
2.9,56448.13
2.9,56425.63
3.0,56772.37
3.0,56626.06
2.9,56628.0
2.9,57127.6
3.0,56477.37
2.9,56668.38
3.0,56142.54
3.0,56795.61
2.8,57065.96
3.0,56513.13
2.9,57083.74
2.8,56750.51
2.9,56503.0
3.0,57106.04
2.8,57132.62
2.8,57069.99
2.8,56336.76
2.8,56910.77
2.8,56656.15
2.8,56723.74
2.9,56265.75
3.0,56689.91
3.0,56407.93
3.0,56176.52
2.9,56892.47
2.9,56227.83
2.9,57043.2
3.0,56259.17
2.8,56972.35
3.0,57003.41
2.9,56456.46
2.9,56782.52
3.0,56998.02
2.8,56856.35
2.9,56602.94
3.0,56974.62
2.9,57054.18
2.9,56496.51
3.0,56982.78
2.8,56397.08
2.8,56821.68
2.9,56211.3
2.9,56786.55
2.9,56770.82
2.9,56246.3
3.0,56253.29
2.8,56952.23
2.9,56343.41
2.8,56457.67
2.9,56853.8
2.9,56920.6
3.0,56770.66
2.9,57084.54
2.9,56404.94
2.8,56279.77
3.0,56442.65
3.0,56851.34
2.9,56400.96
2.9,56795.09
2.8,56289.01
2.8,56934.67
2.8,56301.16
2.9,56615.53
2.9,56468.03
2.9,56751.28
2.9,56378.01
2.9,56592.36
2.8,56699.16
2.9,56569.49
3.0,56193.98
3.0,56981.43
2.9,56232.15
2.9,56185.78
3.0,56865.39
3.0,57134.04
2.8,56483.89
2.9,56234.5
2.8,56387.17
2.8,56208.57
2.9,56568.39
2.8,56616.72
3.0,56519.25
3.0,56658.28
3.0,56145.62
2.8,57071.03
2.9,56616.86
2.9,56206.31
2.9,56524.85
2.9,56683.62
3.0,56433.98
2.9,56481.37
3.0,56386.57
2.9,56354.35
3.0,57041.03
2.9,56354.08
2.8,56869.73
2.8,56791.58
3.0,56755.94
2.8,56519.99
3.0,56458.73
2.8,56272.04
3.0,56423.86
2.9,56163.15
2.9,56545.0
2.8,56397.39
3.0,56171.58
2.9,56568.15
3.0,56620.76
2.8,56566.4
2.9,56671.02
2.8,56911.47
2.8,56477.22
3.0,56329.9
3.0,56762.59
2.9,56476.3
2.9,57077.2
2.8,56313.39
2.8,57139.5
2.8,56470.61
3.0,56796.0
3.0,56966.02
2.9,56699.18
2.8,56399.97
3.0,56513.72
3.0,57116.42
3.0,56505.77
2.8,57029.01
2.8,56377.43
2.9,56144.92
2.9,57020.97
2.9,56984.36
2.9,56320.01
2.9,56780.7
3.0,56656.36
3.0,56473.79
2.9,56333.92
3.0,57141.5
2.9,57130.15
2.8,56221.43
2.9,56921.66
2.9,56370.1
2.8,56752.31
2.8,56460.48
2.9,56287.69
2.9,56725.29
3.0,56903.34
2.8,56691.15
3.0,56408.42
3.0,56340.86
3.0,56653.75
2.9,56723.2
2.9,56617.1
2.9,56838.08
3.0,57128.57
2.9,56200.22
2.8,56788.45
2.9,56322.62
2.8,56827.11
2.9,56741.58
3.0,56544.01
2.9,56708.94
3.0,56626.42
3.0,56598.36
2.9,56389.33
2.9,56149.14
3.0,57054.87
2.9,56208.98
2.9,56599.87
2.9,56688.89
2.9,57113.67
